Date,Year,Quarter,Month,Month Name,Week,Day,Day of Week,Is Weekend
2015-06-02,2015,2,6,June,23,2,Tuesday,0
2015-06-03,2015,2,6,June,23,3,Wednesday,0
2015-06-04,2015,2,6,June,23,4,Thursday,0
2015-06-05,2015,2,6,June,23,5,Friday,0
2015-06-06,2015,2,6,June,23,6,Saturday,1
2015-06-07,2015,2,6,June,23,7,Sunday,1
2015-06-08,2015,2,6,June,24,8,Monday,0
2015-06-09,2015,2,6,June,24,9,Tuesday,0
2015-06-10,2015,2,6,June,24,10,Wednesday,0
2015-06-11,2015,2,6,June,24,11,Thursday,0
2015-06-12,2015,2,6,June,24,12,Friday,0
2015-06-13,2015,2,6,June,24,13,Saturday,1
2015-06-14,2015,2,6,June,24,14,Sunday,1
2015-06-15,2015,2,6,June,25,15,Monday,0
2015-06-16,2015,2,6,June,25,16,Tuesday,0
2015-06-17,2015,2,6,June,25,17,Wednesday,0
2015-06-18,2015,2,6,June,25,18,Thursday,0
2015-06-19,2015,2,6,June,25,19,Friday,0
2015-06-20,2015,2,6,June,25,20,Saturday,1
2015-06-21,2015,2,6,June,25,21,Sunday,1
2015-06-22,2015,2,6,June,26,22,Monday,0
2015-06-23,2015,2,6,June,26,23,Tuesday,0
2015-06-24,2015,2,6,June,26,24,Wednesday,0
2015-06-25,2015,2,6,June,26,25,Thursday,0
2015-06-26,2015,2,6,June,26,26,Friday,0
2015-06-27,2015,2,6,June,26,27,Saturday,1
2015-06-28,2015,2,6,June,26,28,Sunday,1
2015-06-29,2015,2,6,June,27,29,Monday,0
2015-06-30,2015,2,6,June,27,30,Tuesday,0
2015-07-01,2015,3,7,July,27,1,Wednesday,0
2015-07-02,2015,3,7,July,27,2,Thursday,0
2015-07-03,2015,3,7,July,27,3,Friday,0
2015-07-04,2015,3,7,July,27,4,Saturday,1
2015-07-05,2015,3,7,July,27,5,Sunday,1
2015-07-06,2015,3,7,July,28,6,Monday,0
2015-07-07,2015,3,7,July,28,7,Tuesday,0
2015-07-08,2015,3,7,July,28,8,Wednesday,0
2015-07-09,2015,3,7,July,28,9,Thursday,0
2015-07-10,2015,3,7,July,28,10,Friday,0
2015-07-11,2015,3,7,July,28,11,Saturday,1
2015-07-12,2015,3,7,July,28,12,Sunday,1
2015-07-13,2015,3,7,July,29,13,Monday,0
2015-07-14,2015,3,7,July,29,14,Tuesday,0
2015-07-15,2015,3,7,July,29,15,Wednesday,0
2015-07-16,2015,3,7,July,29,16,Thursday,0
2015-07-17,2015,3,7,July,29,17,Friday,0
2015-07-18,2015,3,7,July,29,18,Saturday,1
2015-07-19,2015,3,7,July,29,19,Sunday,1
2015-07-20,2015,3,7,July,30,20,Monday,0
2015-07-21,2015,3,7,July,30,21,Tuesday,0
2015-07-22,2015,3,7,July,30,22,Wednesday,0
2015-07-23,2015,3,7,July,30,23,Thursday,0
2015-07-24,2015,3,7,July,30,24,Friday,0
2015-07-25,2015,3,7,July,30,25,Saturday,1
2015-07-26,2015,3,7,July,30,26,Sunday,1
2015-07-27,2015,3,7,July,31,27,Monday,0
2015-07-28,2015,3,7,July,31,28,Tuesday,0
2015-07-29,2015,3,7,July,31,29,Wednesday,0
2015-07-30,2015,3,7,July,31,30,Thursday,0
2015-07-31,2015,3,7,July,31,31,Friday,0
2015-08-01,2015,3,8,August,31,1,Saturday,1
2015-08-02,2015,3,8,August,31,2,Sunday,1
2015-08-03,2015,3,8,August,32,3,Monday,0
2015-08-04,2015,3,8,August,32,4,Tuesday,0
2015-08-05,2015,3,8,August,32,5,Wednesday,0
2015-08-06,2015,3,8,August,32,6,Thursday,0
2015-08-07,2015,3,8,August,32,7,Friday,0
2015-08-08,2015,3,8,August,32,8,Saturday,1
2015-08-09,2015,3,8,August,32,9,Sunday,1
2015-08-10,2015,3,8,August,33,10,Monday,0
2015-08-11,2015,3,8,August,33,11,Tuesday,0
2015-08-12,2015,3,8,August,33,12,Wednesday,0
2015-08-13,2015,3,8,August,33,13,Thursday,0
2015-08-14,2015,3,8,August,33,14,Friday,0
2015-08-15,2015,3,8,August,33,15,Saturday,1
2015-08-16,2015,3,8,August,33,16,Sunday,1
2015-08-17,2015,3,8,August,34,17,Monday,0
2015-08-18,2015,3,8,August,34,18,Tuesday,0
2015-08-19,2015,3,8,August,34,19,Wednesday,0
2015-08-20,2015,3,8,August,34,20,Thursday,0
2015-08-21,2015,3,8,August,34,21,Friday,0
2015-08-22,2015,3,8,August,34,22,Saturday,1
2015-08-23,2015,3,8,August,34,23,Sunday,1
2015-08-24,2015,3,8,August,35,24,Monday,0
2015-08-25,2015,3,8,August,35,25,Tuesday,0
2015-08-26,2015,3,8,August,35,26,Wednesday,0
2015-08-27,2015,3,8,August,35,27,Thursday,0
2015-08-28,2015,3,8,August,35,28,Friday,0
2015-08-29,2015,3,8,August,35,29,Saturday,1
2015-08-30,2015,3,8,August,35,30,Sunday,1
2015-08-31,2015,3,8,August,36,31,Monday,0
2015-09-01,2015,3,9,September,36,1,Tuesday,0
2015-09-02,2015,3,9,September,36,2,Wednesday,0
2015-09-03,2015,3,9,September,36,3,Thursday,0
2015-09-04,2015,3,9,September,36,4,Friday,0
2015-09-05,2015,3,9,September,36,5,Saturday,1
2015-09-06,2015,3,9,September,36,6,Sunday,1
2015-09-07,2015,3,9,September,37,7,Monday,0
2015-09-08,2015,3,9,September,37,8,Tuesday,0
2015-09-09,2015,3,9,September,37,9,Wednesday,0
2015-09-10,2015,3,9,September,37,10,Thursday,0
2015-09-11,2015,3,9,September,37,11,Friday,0
2015-09-12,2015,3,9,September,37,12,Saturday,1
2015-09-13,2015,3,9,September,37,13,Sunday,1
2015-09-14,2015,3,9,September,38,14,Monday,0
2015-09-15,2015,3,9,September,38,15,Tuesday,0
2015-09-16,2015,3,9,September,38,16,Wednesday,0
2015-09-17,2015,3,9,September,38,17,Thursday,0
2015-09-18,2015,3,9,September,38,18,Friday,0
2015-09-19,2015,3,9,September,38,19,Saturday,1
2015-09-20,2015,3,9,September,38,20,Sunday,1
2015-09-21,2015,3,9,September,39,21,Monday,0
2015-09-22,2015,3,9,September,39,22,Tuesday,0
2015-09-23,2015,3,9,September,39,23,Wednesday,0
2015-09-24,2015,3,9,September,39,24,Thursday,0
2015-09-25,2015,3,9,September,39,25,Friday,0
2015-09-26,2015,3,9,September,39,26,Saturday,1
2015-09-27,2015,3,9,September,39,27,Sunday,1
2015-09-28,2015,3,9,September,40,28,Monday,0
2015-09-29,2015,3,9,September,40,29,Tuesday,0
2015-09-30,2015,3,9,September,40,30,Wednesday,0
2015-10-01,2015,4,10,October,40,1,Thursday,0
2015-10-02,2015,4,10,October,40,2,Friday,0
2015-10-03,2015,4,10,October,40,3,Saturday,1
2015-10-04,2015,4,10,October,40,4,Sunday,1
2015-10-05,2015,4,10,October,41,5,Monday,0
2015-10-06,2015,4,10,October,41,6,Tuesday,0
2015-10-07,2015,4,10,October,41,7,Wednesday,0
2015-10-08,2015,4,10,October,41,8,Thursday,0
2015-10-09,2015,4,10,October,41,9,Friday,0
2015-10-10,2015,4,10,October,41,10,Saturday,1
2015-10-11,2015,4,10,October,41,11,Sunday,1
2015-10-12,2015,4,10,October,42,12,Monday,0
2015-10-13,2015,4,10,October,42,13,Tuesday,0
2015-10-14,2015,4,10,October,42,14,Wednesday,0
2015-10-15,2015,4,10,October,42,15,Thursday,0
2015-10-16,2015,4,10,October,42,16,Friday,0
2015-10-17,2015,4,10,October,42,17,Saturday,1
2015-10-18,2015,4,10,October,42,18,Sunday,1
2015-10-19,2015,4,10,October,43,19,Monday,0
2015-10-20,2015,4,10,October,43,20,Tuesday,0
2015-10-21,2015,4,10,October,43,21,Wednesday,0
2015-10-22,2015,4,10,October,43,22,Thursday,0
2015-10-23,2015,4,10,October,43,23,Friday,0
2015-10-24,2015,4,10,October,43,24,Saturday,1
2015-10-25,2015,4,10,October,43,25,Sunday,1
2015-10-26,2015,4,10,October,44,26,Monday,0
2015-10-27,2015,4,10,October,44,27,Tuesday,0
2015-10-28,2015,4,10,October,44,28,Wednesday,0
2015-10-29,2015,4,10,October,44,29,Thursday,0
2015-10-30,2015,4,10,October,44,30,Friday,0
2015-10-31,2015,4,10,October,44,31,Saturday,1
2015-11-01,2015,4,11,November,44,1,Sunday,1
2015-11-02,2015,4,11,November,45,2,Monday,0
2015-11-03,2015,4,11,November,45,3,Tuesday,0
2015-11-04,2015,4,11,November,45,4,Wednesday,0
2015-11-05,2015,4,11,November,45,5,Thursday,0
2015-11-06,2015,4,11,November,45,6,Friday,0
2015-11-07,2015,4,11,November,45,7,Saturday,1
2015-11-08,2015,4,11,November,45,8,Sunday,1
2015-11-09,2015,4,11,November,46,9,Monday,0
2015-11-10,2015,4,11,November,46,10,Tuesday,0
2015-11-11,2015,4,11,November,46,11,Wednesday,0
2015-11-12,2015,4,11,November,46,12,Thursday,0
2015-11-13,2015,4,11,November,46,13,Friday,0
2015-11-14,2015,4,11,November,46,14,Saturday,1
2015-11-15,2015,4,11,November,46,15,Sunday,1
2015-11-16,2015,4,11,November,47,16,Monday,0
2015-11-17,2015,4,11,November,47,17,Tuesday,0
2015-11-18,2015,4,11,November,47,18,Wednesday,0
2015-11-19,2015,4,11,November,47,19,Thursday,0
2015-11-20,2015,4,11,November,47,20,Friday,0
2015-11-21,2015,4,11,November,47,21,Saturday,1
2015-11-22,2015,4,11,November,47,22,Sunday,1
2015-11-23,2015,4,11,November,48,23,Monday,0
2015-11-24,2015,4,11,November,48,24,Tuesday,0
2015-11-25,2015,4,11,November,48,25,Wednesday,0
2015-11-26,2015,4,11,November,48,26,Thursday,0
2015-11-27,2015,4,11,November,48,27,Friday,0
2015-11-28,2015,4,11,November,48,28,Saturday,1
2015-11-29,2015,4,11,November,48,29,Sunday,1
2015-11-30,2015,4,11,November,49,30,Monday,0
2015-12-01,2015,4,12,December,49,1,Tuesday,0
2015-12-02,2015,4,12,December,49,2,Wednesday,0
2015-12-03,2015,4,12,December,49,3,Thursday,0
2015-12-04,2015,4,12,December,49,4,Friday,0
2015-12-05,2015,4,12,December,49,5,Saturday,1
2015-12-06,2015,4,12,December,49,6,Sunday,1
2015-12-07,2015,4,12,December,50,7,Monday,0
2015-12-08,2015,4,12,December,50,8,Tuesday,0
2015-12-09,2015,4,12,December,50,9,Wednesday,0
2015-12-10,2015,4,12,December,50,10,Thursday,0
2015-12-11,2015,4,12,December,50,11,Friday,0
2015-12-12,2015,4,12,December,50,12,Saturday,1
2015-12-13,2015,4,12,December,50,13,Sunday,1
2015-12-14,2015,4,12,December,51,14,Monday,0
2015-12-15,2015,4,12,December,51,15,Tuesday,0
2015-12-16,2015,4,12,December,51,16,Wednesday,0
2015-12-17,2015,4,12,December,51,17,Thursday,0
2015-12-18,2015,4,12,December,51,18,Friday,0
2015-12-19,2015,4,12,December,51,19,Saturday,1
2015-12-20,2015,4,12,December,51,20,Sunday,1
2015-12-21,2015,4,12,December,52,21,Monday,0
2015-12-22,2015,4,12,December,52,22,Tuesday,0
2015-12-23,2015,4,12,December,52,23,Wednesday,0
2015-12-24,2015,4,12,December,52,24,Thursday,0
2015-12-25,2015,4,12,December,52,25,Friday,0
2015-12-26,2015,4,12,December,52,26,Saturday,1
2015-12-27,2015,4,12,December,52,27,Sunday,1
2015-12-28,2015,4,12,December,53,28,Monday,0
2015-12-29,2015,4,12,December,53,29,Tuesday,0
2015-12-30,2015,4,12,December,53,30,Wednesday,0
2015-12-31,2015,4,12,December,53,31,Thursday,0
2016-01-01,2016,1,1,January,53,1,Friday,0
2016-01-02,2016,1,1,January,53,2,Saturday,1
2016-01-03,2016,1,1,January,53,3,Sunday,1
2016-01-04,2016,1,1,January,1,4,Monday,0
2016-01-05,2016,1,1,January,1,5,Tuesday,0
2016-01-06,2016,1,1,January,1,6,Wednesday,0
2016-01-07,2016,1,1,January,1,7,Thursday,0
2016-01-08,2016,1,1,January,1,8,Friday,0
2016-01-09,2016,1,1,January,1,9,Saturday,1
2016-01-10,2016,1,1,January,1,10,Sunday,1
2016-01-11,2016,1,1,January,2,11,Monday,0
2016-01-12,2016,1,1,January,2,12,Tuesday,0
2016-01-13,2016,1,1,January,2,13,Wednesday,0
2016-01-14,2016,1,1,January,2,14,Thursday,0
2016-01-15,2016,1,1,January,2,15,Friday,0
2016-01-16,2016,1,1,January,2,16,Saturday,1
2016-01-17,2016,1,1,January,2,17,Sunday,1
2016-01-18,2016,1,1,January,3,18,Monday,0
2016-01-19,2016,1,1,January,3,19,Tuesday,0
2016-01-20,2016,1,1,January,3,20,Wednesday,0
2016-01-21,2016,1,1,January,3,21,Thursday,0
2016-01-22,2016,1,1,January,3,22,Friday,0
2016-01-23,2016,1,1,January,3,23,Saturday,1
2016-01-24,2016,1,1,January,3,24,Sunday,1
2016-01-25,2016,1,1,January,4,25,Monday,0
2016-01-26,2016,1,1,January,4,26,Tuesday,0
2016-01-27,2016,1,1,January,4,27,Wednesday,0
2016-01-28,2016,1,1,January,4,28,Thursday,0
2016-01-29,2016,1,1,January,4,29,Friday,0
2016-01-30,2016,1,1,January,4,30,Saturday,1
2016-01-31,2016,1,1,January,4,31,Sunday,1
2016-02-01,2016,1,2,February,5,1,Monday,0
2016-02-02,2016,1,2,February,5,2,Tuesday,0
2016-02-03,2016,1,2,February,5,3,Wednesday,0
2016-02-04,2016,1,2,February,5,4,Thursday,0
2016-02-05,2016,1,2,February,5,5,Friday,0
2016-02-06,2016,1,2,February,5,6,Saturday,1
2016-02-07,2016,1,2,February,5,7,Sunday,1
2016-02-08,2016,1,2,February,6,8,Monday,0
2016-02-09,2016,1,2,February,6,9,Tuesday,0
2016-02-10,2016,1,2,February,6,10,Wednesday,0
2016-02-11,2016,1,2,February,6,11,Thursday,0
2016-02-12,2016,1,2,February,6,12,Friday,0
2016-02-13,2016,1,2,February,6,13,Saturday,1
2016-02-14,2016,1,2,February,6,14,Sunday,1
2016-02-15,2016,1,2,February,7,15,Monday,0
2016-02-16,2016,1,2,February,7,16,Tuesday,0
2016-02-17,2016,1,2,February,7,17,Wednesday,0
2016-02-18,2016,1,2,February,7,18,Thursday,0
2016-02-19,2016,1,2,February,7,19,Friday,0
2016-02-20,2016,1,2,February,7,20,Saturday,1
2016-02-21,2016,1,2,February,7,21,Sunday,1
2016-02-22,2016,1,2,February,8,22,Monday,0
2016-02-23,2016,1,2,February,8,23,Tuesday,0
2016-02-24,2016,1,2,February,8,24,Wednesday,0
2016-02-25,2016,1,2,February,8,25,Thursday,0
2016-02-26,2016,1,2,February,8,26,Friday,0
2016-02-27,2016,1,2,February,8,27,Saturday,1
2016-02-28,2016,1,2,February,8,28,Sunday,1
2016-02-29,2016,1,2,February,9,29,Monday,0
2016-03-01,2016,1,3,March,9,1,Tuesday,0
2016-03-02,2016,1,3,March,9,2,Wednesday,0
2016-03-03,2016,1,3,March,9,3,Thursday,0
2016-03-04,2016,1,3,March,9,4,Friday,0
2016-03-05,2016,1,3,March,9,5,Saturday,1
2016-03-06,2016,1,3,March,9,6,Sunday,1
2016-03-07,2016,1,3,March,10,7,Monday,0
2016-03-08,2016,1,3,March,10,8,Tuesday,0
2016-03-09,2016,1,3,March,10,9,Wednesday,0
2016-03-10,2016,1,3,March,10,10,Thursday,0
2016-03-11,2016,1,3,March,10,11,Friday,0
2016-03-12,2016,1,3,March,10,12,Saturday,1
2016-03-13,2016,1,3,March,10,13,Sunday,1
2016-03-14,2016,1,3,March,11,14,Monday,0
2016-03-15,2016,1,3,March,11,15,Tuesday,0
2016-03-16,2016,1,3,March,11,16,Wednesday,0
2016-03-17,2016,1,3,March,11,17,Thursday,0
2016-03-18,2016,1,3,March,11,18,Friday,0
2016-03-19,2016,1,3,March,11,19,Saturday,1
2016-03-20,2016,1,3,March,11,20,Sunday,1
2016-03-21,2016,1,3,March,12,21,Monday,0
2016-03-22,2016,1,3,March,12,22,Tuesday,0
2016-03-23,2016,1,3,March,12,23,Wednesday,0
2016-03-24,2016,1,3,March,12,24,Thursday,0
2016-03-25,2016,1,3,March,12,25,Friday,0
2016-03-26,2016,1,3,March,12,26,Saturday,1
2016-03-27,2016,1,3,March,12,27,Sunday,1
2016-03-28,2016,1,3,March,13,28,Monday,0
2016-03-29,2016,1,3,March,13,29,Tuesday,0
2016-03-30,2016,1,3,March,13,30,Wednesday,0
2016-03-31,2016,1,3,March,13,31,Thursday,0
2016-04-01,2016,2,4,April,13,1,Friday,0
2016-04-02,2016,2,4,April,13,2,Saturday,1
2016-04-03,2016,2,4,April,13,3,Sunday,1
2016-04-04,2016,2,4,April,14,4,Monday,0
2016-04-05,2016,2,4,April,14,5,Tuesday,0
2016-04-06,2016,2,4,April,14,6,Wednesday,0
2016-04-07,2016,2,4,April,14,7,Thursday,0
2016-04-08,2016,2,4,April,14,8,Friday,0
2016-04-09,2016,2,4,April,14,9,Saturday,1
2016-04-10,2016,2,4,April,14,10,Sunday,1
2016-04-11,2016,2,4,April,15,11,Monday,0
2016-04-12,2016,2,4,April,15,12,Tuesday,0
2016-04-13,2016,2,4,April,15,13,Wednesday,0
2016-04-14,2016,2,4,April,15,14,Thursday,0
2016-04-15,2016,2,4,April,15,15,Friday,0
2016-04-16,2016,2,4,April,15,16,Saturday,1
2016-04-17,2016,2,4,April,15,17,Sunday,1
2016-04-18,2016,2,4,April,16,18,Monday,0
2016-04-19,2016,2,4,April,16,19,Tuesday,0
2016-04-20,2016,2,4,April,16,20,Wednesday,0
2016-04-21,2016,2,4,April,16,21,Thursday,0
2016-04-22,2016,2,4,April,16,22,Friday,0
2016-04-23,2016,2,4,April,16,23,Saturday,1
2016-04-24,2016,2,4,April,16,24,Sunday,1
2016-04-25,2016,2,4,April,17,25,Monday,0
2016-04-26,2016,2,4,April,17,26,Tuesday,0
2016-04-27,2016,2,4,April,17,27,Wednesday,0
2016-04-28,2016,2,4,April,17,28,Thursday,0
2016-04-29,2016,2,4,April,17,29,Friday,0
2016-04-30,2016,2,4,April,17,30,Saturday,1
2016-05-01,2016,2,5,May,17,1,Sunday,1
2016-05-02,2016,2,5,May,18,2,Monday,0
2016-05-03,2016,2,5,May,18,3,Tuesday,0
2016-05-04,2016,2,5,May,18,4,Wednesday,0
2016-05-05,2016,2,5,May,18,5,Thursday,0
2016-05-06,2016,2,5,May,18,6,Friday,0
2016-05-07,2016,2,5,May,18,7,Saturday,1
2016-05-08,2016,2,5,May,18,8,Sunday,1
2016-05-09,2016,2,5,May,19,9,Monday,0
2016-05-10,2016,2,5,May,19,10,Tuesday,0
2016-05-11,2016,2,5,May,19,11,Wednesday,0
2016-05-12,2016,2,5,May,19,12,Thursday,0
2016-05-13,2016,2,5,May,19,13,Friday,0
2016-05-14,2016,2,5,May,19,14,Saturday,1
2016-05-15,2016,2,5,May,19,15,Sunday,1
2016-05-16,2016,2,5,May,20,16,Monday,0
2016-05-17,2016,2,5,May,20,17,Tuesday,0
2016-05-18,2016,2,5,May,20,18,Wednesday,0
2016-05-19,2016,2,5,May,20,19,Thursday,0
2016-05-20,2016,2,5,May,20,20,Friday,0
2016-05-21,2016,2,5,May,20,21,Saturday,1
2016-05-22,2016,2,5,May,20,22,Sunday,1
2016-05-23,2016,2,5,May,21,23,Monday,0
2016-05-24,2016,2,5,May,21,24,Tuesday,0
2016-05-25,2016,2,5,May,21,25,Wednesday,0
2016-05-26,2016,2,5,May,21,26,Thursday,0
2016-05-27,2016,2,5,May,21,27,Friday,0
2016-05-28,2016,2,5,May,21,28,Saturday,1
2016-05-29,2016,2,5,May,21,29,Sunday,1
2016-05-30,2016,2,5,May,22,30,Monday,0
2016-05-31,2016,2,5,May,22,31,Tuesday,0
2016-06-01,2016,2,6,June,22,1,Wednesday,0
2016-06-02,2016,2,6,June,22,2,Thursday,0
2016-06-03,2016,2,6,June,22,3,Friday,0
2016-06-04,2016,2,6,June,22,4,Saturday,1
2016-06-05,2016,2,6,June,22,5,Sunday,1
2016-06-06,2016,2,6,June,23,6,Monday,0
2016-06-07,2016,2,6,June,23,7,Tuesday,0
2016-06-08,2016,2,6,June,23,8,Wednesday,0
2016-06-09,2016,2,6,June,23,9,Thursday,0
2016-06-10,2016,2,6,June,23,10,Friday,0
2016-06-11,2016,2,6,June,23,11,Saturday,1
2016-06-12,2016,2,6,June,23,12,Sunday,1
2016-06-13,2016,2,6,June,24,13,Monday,0
2016-06-14,2016,2,6,June,24,14,Tuesday,0
2016-06-15,2016,2,6,June,24,15,Wednesday,0
2016-06-16,2016,2,6,June,24,16,Thursday,0
2016-06-17,2016,2,6,June,24,17,Friday,0
2016-06-18,2016,2,6,June,24,18,Saturday,1
2016-06-19,2016,2,6,June,24,19,Sunday,1
2016-06-20,2016,2,6,June,25,20,Monday,0
2016-06-21,2016,2,6,June,25,21,Tuesday,0
2016-06-22,2016,2,6,June,25,22,Wednesday,0
2016-06-23,2016,2,6,June,25,23,Thursday,0
2016-06-24,2016,2,6,June,25,24,Friday,0
2016-06-25,2016,2,6,June,25,25,Saturday,1
2016-06-26,2016,2,6,June,25,26,Sunday,1
2016-06-27,2016,2,6,June,26,27,Monday,0
2016-06-28,2016,2,6,June,26,28,Tuesday,0
2016-06-29,2016,2,6,June,26,29,Wednesday,0
2016-06-30,2016,2,6,June,26,30,Thursday,0
2016-07-01,2016,3,7,July,26,1,Friday,0
2016-07-02,2016,3,7,July,26,2,Saturday,1
2016-07-03,2016,3,7,July,26,3,Sunday,1
2016-07-04,2016,3,7,July,27,4,Monday,0
2016-07-05,2016,3,7,July,27,5,Tuesday,0
2016-07-06,2016,3,7,July,27,6,Wednesday,0
2016-07-07,2016,3,7,July,27,7,Thursday,0
2016-07-08,2016,3,7,July,27,8,Friday,0
2016-07-09,2016,3,7,July,27,9,Saturday,1
2016-07-10,2016,3,7,July,27,10,Sunday,1
2016-07-11,2016,3,7,July,28,11,Monday,0
2016-07-12,2016,3,7,July,28,12,Tuesday,0
2016-07-13,2016,3,7,July,28,13,Wednesday,0
2016-07-14,2016,3,7,July,28,14,Thursday,0
2016-07-15,2016,3,7,July,28,15,Friday,0
2016-07-16,2016,3,7,July,28,16,Saturday,1
2016-07-17,2016,3,7,July,28,17,Sunday,1
2016-07-18,2016,3,7,July,29,18,Monday,0
2016-07-19,2016,3,7,July,29,19,Tuesday,0
2016-07-20,2016,3,7,July,29,20,Wednesday,0
2016-07-21,2016,3,7,July,29,21,Thursday,0
2016-07-22,2016,3,7,July,29,22,Friday,0
2016-07-23,2016,3,7,July,29,23,Saturday,1
2016-07-24,2016,3,7,July,29,24,Sunday,1
2016-07-25,2016,3,7,July,30,25,Monday,0
2016-07-26,2016,3,7,July,30,26,Tuesday,0
2016-07-27,2016,3,7,July,30,27,Wednesday,0
2016-07-28,2016,3,7,July,30,28,Thursday,0
2016-07-29,2016,3,7,July,30,29,Friday,0
2016-07-30,2016,3,7,July,30,30,Saturday,1
2016-07-31,2016,3,7,July,30,31,Sunday,1
2016-08-01,2016,3,8,August,31,1,Monday,0
2016-08-02,2016,3,8,August,31,2,Tuesday,0
2016-08-03,2016,3,8,August,31,3,Wednesday,0
2016-08-04,2016,3,8,August,31,4,Thursday,0
2016-08-05,2016,3,8,August,31,5,Friday,0
2016-08-06,2016,3,8,August,31,6,Saturday,1
2016-08-07,2016,3,8,August,31,7,Sunday,1
2016-08-08,2016,3,8,August,32,8,Monday,0
2016-08-09,2016,3,8,August,32,9,Tuesday,0
2016-08-10,2016,3,8,August,32,10,Wednesday,0
2016-08-11,2016,3,8,August,32,11,Thursday,0
2016-08-12,2016,3,8,August,32,12,Friday,0
2016-08-13,2016,3,8,August,32,13,Saturday,1
2016-08-14,2016,3,8,August,32,14,Sunday,1
2016-08-15,2016,3,8,August,33,15,Monday,0
2016-08-16,2016,3,8,August,33,16,Tuesday,0
2016-08-17,2016,3,8,August,33,17,Wednesday,0
2016-08-18,2016,3,8,August,33,18,Thursday,0
2016-08-19,2016,3,8,August,33,19,Friday,0
2016-08-20,2016,3,8,August,33,20,Saturday,1
2016-08-21,2016,3,8,August,33,21,Sunday,1
2016-08-22,2016,3,8,August,34,22,Monday,0
2016-08-23,2016,3,8,August,34,23,Tuesday,0
2016-08-24,2016,3,8,August,34,24,Wednesday,0
2016-08-25,2016,3,8,August,34,25,Thursday,0
2016-08-26,2016,3,8,August,34,26,Friday,0
2016-08-27,2016,3,8,August,34,27,Saturday,1
2016-08-28,2016,3,8,August,34,28,Sunday,1
2016-08-29,2016,3,8,August,35,29,Monday,0
2016-08-30,2016,3,8,August,35,30,Tuesday,0
2016-08-31,2016,3,8,August,35,31,Wednesday,0
2016-09-01,2016,3,9,September,35,1,Thursday,0
2016-09-02,2016,3,9,September,35,2,Friday,0
2016-09-03,2016,3,9,September,35,3,Saturday,1
2016-09-04,2016,3,9,September,35,4,Sunday,1
2016-09-05,2016,3,9,September,36,5,Monday,0
2016-09-06,2016,3,9,September,36,6,Tuesday,0
2016-09-07,2016,3,9,September,36,7,Wednesday,0
2016-09-08,2016,3,9,September,36,8,Thursday,0
2016-09-09,2016,3,9,September,36,9,Friday,0
2016-09-10,2016,3,9,September,36,10,Saturday,1
2016-09-11,2016,3,9,September,36,11,Sunday,1
2016-09-12,2016,3,9,September,37,12,Monday,0
2016-09-13,2016,3,9,September,37,13,Tuesday,0
2016-09-14,2016,3,9,September,37,14,Wednesday,0
2016-09-15,2016,3,9,September,37,15,Thursday,0
2016-09-16,2016,3,9,September,37,16,Friday,0
2016-09-17,2016,3,9,September,37,17,Saturday,1
2016-09-18,2016,3,9,September,37,18,Sunday,1
2016-09-19,2016,3,9,September,38,19,Monday,0
2016-09-20,2016,3,9,September,38,20,Tuesday,0
2016-09-21,2016,3,9,September,38,21,Wednesday,0
2016-09-22,2016,3,9,September,38,22,Thursday,0
2016-09-23,2016,3,9,September,38,23,Friday,0
2016-09-24,2016,3,9,September,38,24,Saturday,1
2016-09-25,2016,3,9,September,38,25,Sunday,1
2016-09-26,2016,3,9,September,39,26,Monday,0
2016-09-27,2016,3,9,September,39,27,Tuesday,0
2016-09-28,2016,3,9,September,39,28,Wednesday,0
2016-09-29,2016,3,9,September,39,29,Thursday,0
2016-09-30,2016,3,9,September,39,30,Friday,0
2016-10-01,2016,4,10,October,39,1,Saturday,1
2016-10-02,2016,4,10,October,39,2,Sunday,1
2016-10-03,2016,4,10,October,40,3,Monday,0
2016-10-04,2016,4,10,October,40,4,Tuesday,0
2016-10-05,2016,4,10,October,40,5,Wednesday,0
2016-10-06,2016,4,10,October,40,6,Thursday,0
2016-10-07,2016,4,10,October,40,7,Friday,0
2016-10-08,2016,4,10,October,40,8,Saturday,1
2016-10-09,2016,4,10,October,40,9,Sunday,1
2016-10-10,2016,4,10,October,41,10,Monday,0
2016-10-11,2016,4,10,October,41,11,Tuesday,0
2016-10-12,2016,4,10,October,41,12,Wednesday,0
2016-10-13,2016,4,10,October,41,13,Thursday,0
2016-10-14,2016,4,10,October,41,14,Friday,0
2016-10-15,2016,4,10,October,41,15,Saturday,1
2016-10-16,2016,4,10,October,41,16,Sunday,1
2016-10-17,2016,4,10,October,42,17,Monday,0
2016-10-18,2016,4,10,October,42,18,Tuesday,0
2016-10-19,2016,4,10,October,42,19,Wednesday,0
2016-10-20,2016,4,10,October,42,20,Thursday,0
2016-10-21,2016,4,10,October,42,21,Friday,0
2016-10-22,2016,4,10,October,42,22,Saturday,1
2016-10-23,2016,4,10,October,42,23,Sunday,1
2016-10-24,2016,4,10,October,43,24,Monday,0
2016-10-25,2016,4,10,October,43,25,Tuesday,0
2016-10-26,2016,4,10,October,43,26,Wednesday,0
2016-10-27,2016,4,10,October,43,27,Thursday,0
2016-10-28,2016,4,10,October,43,28,Friday,0
2016-10-29,2016,4,10,October,43,29,Saturday,1
2016-10-30,2016,4,10,October,43,30,Sunday,1
