Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Geo ID,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Month Name,Order Quarter,Order Day of Week,Year-Quarter,Year-Month,Shipping Days,Profit Margin (%),Revenue Per Unit,Has Discount,Is Profitable,Estimated Cost,Discount Amount
2554,CA-2016-155439,2016-09-14,2016-09-18,Standard Class,PN-18775,OFF-PA-10000029,418,25.92,4,0.0,12.4416,2016,9,September,3,Wednesday,2016Q3,2016-09,4,48.0,6.48,0,1,13.48,0.0
2555,CA-2016-118626,2016-08-15,2016-08-20,Standard Class,JC-15775,TEC-PH-10000369,367,705.544,7,0.2,70.5544,2016,8,August,3,Monday,2016Q3,2016-08,5,10.0,100.79,1,1,634.99,176.39
2556,CA-2015-111458,2015-09-26,2015-09-30,Standard Class,PF-19165,TEC-AC-10001590,265,50.0,2,0.0,12.0,2015,9,September,3,Saturday,2015Q3,2015-09,4,24.0,25.0,0,1,38.0,0.0
2557,US-2016-126844,2016-10-08,2016-10-14,Standard Class,BW-11110,FUR-FU-10004909,155,51.712,8,0.6,-32.32,2016,10,October,4,Saturday,2016Q4,2016-10,6,-62.5,6.46,1,0,84.03,77.57
2558,US-2015-112508,2015-03-24,2015-03-30,Standard Class,BP-11185,OFF-AP-10002287,337,6.992,2,0.2,0.5244,2015,3,March,1,Tuesday,2015Q1,2015-03,6,7.5,3.5,1,1,6.47,1.75
2559,CA-2015-147788,2015-05-31,2015-06-04,Standard Class,TM-21010,FUR-BO-10004357,608,1406.86,7,0.0,140.686,2015,5,May,2,Sunday,2015Q2,2015-05,4,10.0,200.98,0,1,1266.17,0.0
2560,CA-2015-147788,2015-05-31,2015-06-04,Standard Class,TM-21010,OFF-LA-10003766,608,15.75,5,0.0,7.56,2015,5,May,2,Sunday,2015Q2,2015-05,4,48.0,3.15,0,1,8.19,0.0
2561,CA-2015-147788,2015-05-31,2015-06-04,Standard Class,TM-21010,OFF-ST-10000046,608,323.1,2,0.0,61.389,2015,5,May,2,Sunday,2015Q2,2015-05,4,19.0,161.55,0,1,261.71,0.0
2562,CA-2015-144288,2015-12-25,2015-12-31,Standard Class,MB-17305,OFF-LA-10003190,437,9.216,4,0.2,3.3408,2015,12,December,4,Friday,2015Q4,2015-12,6,36.25,2.3,1,1,5.88,2.3
2563,CA-2015-144288,2015-12-25,2015-12-31,Standard Class,MB-17305,OFF-PA-10002787,437,10.368,2,0.2,3.6288,2015,12,December,4,Friday,2015Q4,2015-12,6,35.0,5.18,1,1,6.74,2.59
2564,CA-2015-110632,2015-03-17,2015-03-22,Second Class,HR-14830,TEC-AC-10000387,264,15.02,1,0.0,2.7036,2015,3,March,1,Tuesday,2015Q1,2015-03,5,18.0,15.02,0,1,12.32,0.0
2565,CA-2015-110632,2015-03-17,2015-03-22,Second Class,HR-14830,OFF-ST-10001291,264,33.82,2,0.0,9.1314,2015,3,March,1,Tuesday,2015Q1,2015-03,5,27.0,16.91,0,1,24.69,0.0
2566,CA-2017-109589,2017-12-21,2017-12-24,First Class,BD-11635,TEC-AC-10003116,382,71.0,4,0.0,27.69,2017,12,December,4,Thursday,2017Q4,2017-12,3,39.0,17.75,0,1,43.31,0.0
2567,CA-2017-123967,2017-11-01,2017-11-03,Second Class,SF-20200,OFF-BI-10001308,615,25.12,5,0.2,7.85,2017,11,November,4,Wednesday,2017Q4,2017-11,2,31.25,5.02,1,1,17.27,6.28
2568,CA-2017-123967,2017-11-01,2017-11-03,Second Class,SF-20200,FUR-TA-10003954,615,2665.62,9,0.0,239.9058,2017,11,November,4,Wednesday,2017Q4,2017-11,2,9.0,296.18,0,1,2425.71,0.0
2569,CA-2017-148929,2017-09-07,2017-09-11,Standard Class,SP-20620,OFF-ST-10003282,266,478.08,8,0.0,133.8624,2017,9,September,3,Thursday,2017Q3,2017-09,4,28.0,59.76,0,1,344.22,0.0
2570,CA-2017-134404,2017-12-27,2017-12-27,Same Day,DR-12880,TEC-PH-10000576,294,164.388,2,0.4,-35.6174,2017,12,December,4,Wednesday,2017Q4,2017-12,0,-21.67,82.19,1,0,200.01,109.59
2571,CA-2017-134404,2017-12-27,2017-12-27,Same Day,DR-12880,OFF-AR-10004441,294,13.248,4,0.2,3.6432,2017,12,December,4,Wednesday,2017Q4,2017-12,0,27.5,3.31,1,1,9.6,3.31
2572,CA-2017-109778,2017-07-16,2017-07-21,Standard Class,VM-21685,OFF-AR-10003759,35,2.912,2,0.2,0.91,2017,7,July,3,Sunday,2017Q3,2017-07,5,31.25,1.46,1,1,2.0,0.73
2573,CA-2016-155845,2016-08-12,2016-08-15,Second Class,CM-12235,TEC-AC-10004145,134,1399.944,7,0.2,52.4979,2016,8,August,3,Friday,2016Q3,2016-08,3,3.75,199.99,1,1,1347.45,349.99
2574,CA-2017-145128,2017-07-09,2017-07-14,Standard Class,SM-20320,FUR-FU-10000293,42,526.45,5,0.0,31.587,2017,7,July,3,Sunday,2017Q3,2017-07,5,6.0,105.29,0,1,494.86,0.0
2575,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,OFF-EN-10004955,373,16.23,3,0.0,7.9527,2014,11,November,4,Saturday,2014Q4,2014-11,5,49.0,5.41,0,1,8.28,0.0
2576,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,OFF-BI-10001071,373,319.9,5,0.0,156.751,2014,11,November,4,Saturday,2014Q4,2014-11,5,49.0,63.98,0,1,163.15,0.0
2577,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,OFF-EN-10001990,373,11.36,2,0.0,5.3392,2014,11,November,4,Saturday,2014Q4,2014-11,5,47.0,5.68,0,1,6.02,0.0
2578,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,OFF-AP-10002734,373,675.12,3,0.0,290.3016,2014,11,November,4,Saturday,2014Q4,2014-11,5,43.0,225.04,0,1,384.82,0.0
2579,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,FUR-FU-10004587,439,62.82,3,0.0,30.7818,2014,1,January,1,Sunday,2014Q1,2014-01,5,49.0,20.94,0,1,32.04,0.0
2580,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,OFF-ST-10004337,439,489.92,8,0.0,0.0,2014,1,January,1,Sunday,2014Q1,2014-01,5,0.0,61.24,0,0,489.92,0.0
2581,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,OFF-PA-10003072,439,19.44,3,0.0,9.3312,2014,1,January,1,Sunday,2014Q1,2014-01,5,48.0,6.48,0,1,10.11,0.0
2582,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,OFF-PA-10000380,439,16.68,2,0.0,8.34,2014,1,January,1,Sunday,2014Q1,2014-01,5,50.0,8.34,0,1,8.34,0.0
2583,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,TEC-PH-10004833,439,155.35,13,0.0,0.0,2014,1,January,1,Sunday,2014Q1,2014-01,5,0.0,11.95,0,0,155.35,0.0
2584,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,FUR-FU-10001847,439,12.42,3,0.0,4.4712,2014,1,January,1,Sunday,2014Q1,2014-01,5,36.0,4.14,0,1,7.95,0.0
2585,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,TEC-PH-10002103,439,187.98,2,0.0,52.6344,2014,1,January,1,Sunday,2014Q1,2014-01,5,28.0,93.99,0,1,135.35,0.0
2586,CA-2015-121041,2015-11-03,2015-11-10,Standard Class,CS-12250,OFF-EN-10001137,151,6.608,2,0.2,2.1476,2015,11,November,4,Tuesday,2015Q4,2015-11,7,32.5,3.3,1,1,4.46,1.65
2587,CA-2017-131695,2017-06-30,2017-07-06,Standard Class,RA-19285,OFF-ST-10001476,263,248.57,7,0.0,67.1139,2017,6,June,2,Friday,2017Q2,2017-06,6,27.0,35.51,0,1,181.46,0.0
2588,CA-2017-131695,2017-06-30,2017-07-06,Standard Class,RA-19285,FUR-FU-10002045,263,22.23,1,0.0,9.7812,2017,6,June,2,Friday,2017Q2,2017-06,6,44.0,22.23,0,1,12.45,0.0
2589,CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,OFF-ST-10001505,501,5.98,1,0.0,1.0166,2016,5,May,2,Thursday,2016Q2,2016-05,4,17.0,5.98,0,1,4.96,0.0
2590,CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,TEC-PH-10001433,501,246.168,3,0.2,21.5397,2016,5,May,2,Thursday,2016Q2,2016-05,4,8.75,82.06,1,1,224.63,61.54
2591,US-2016-115455,2016-09-08,2016-09-14,Standard Class,SE-20110,FUR-FU-10004671,34,14.136,2,0.6,-7.7748,2016,9,September,3,Thursday,2016Q3,2016-09,6,-55.0,7.07,1,0,21.91,21.2
2592,US-2016-115455,2016-09-08,2016-09-14,Standard Class,SE-20110,FUR-TA-10003569,34,601.47,3,0.5,-300.735,2016,9,September,3,Thursday,2016Q3,2016-09,6,-50.0,200.49,1,0,902.2,601.47
2593,CA-2017-128300,2017-11-24,2017-11-26,Second Class,RS-19765,TEC-PH-10002807,423,79.1,2,0.0,39.55,2017,11,November,4,Friday,2017Q4,2017-11,2,50.0,39.55,0,1,39.55,0.0
2594,CA-2017-128300,2017-11-24,2017-11-26,Second Class,RS-19765,OFF-BI-10001597,423,327.84,8,0.0,157.3632,2017,11,November,4,Friday,2017Q4,2017-11,2,48.0,40.98,0,1,170.48,0.0
2595,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,OFF-EN-10003296,37,180.96,2,0.0,81.432,2017,5,May,2,Saturday,2017Q2,2017-05,4,45.0,90.48,0,1,99.53,0.0
2596,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,OFF-BI-10004632,37,914.97,3,0.0,411.7365,2017,5,May,2,Saturday,2017Q2,2017-05,4,45.0,304.99,0,1,503.23,0.0
2597,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,TEC-PH-10002310,37,587.97,3,0.0,158.7519,2017,5,May,2,Saturday,2017Q2,2017-05,4,27.0,195.99,0,1,429.22,0.0
2598,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,OFF-ST-10000078,37,530.34,2,0.0,95.4612,2017,5,May,2,Saturday,2017Q2,2017-05,4,18.0,265.17,0,1,434.88,0.0
2599,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,OFF-PA-10001752,37,14.94,3,0.0,7.3206,2017,5,May,2,Saturday,2017Q2,2017-05,4,49.0,4.98,0,1,7.62,0.0
2600,CA-2017-108553,2017-04-23,2017-04-29,Standard Class,SK-19990,OFF-AP-10000026,263,121.94,2,0.0,35.3626,2017,4,April,2,Sunday,2017Q2,2017-04,6,29.0,60.97,0,1,86.58,0.0
2601,CA-2017-108553,2017-04-23,2017-04-29,Standard Class,SK-19990,OFF-SU-10002573,263,122.71,7,0.0,36.813,2017,4,April,2,Sunday,2017Q2,2017-04,6,30.0,17.53,0,1,85.9,0.0
2602,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,OFF-PA-10000349,265,14.94,3,0.0,7.0218,2016,6,June,2,Saturday,2016Q2,2016-06,0,47.0,4.98,0,1,7.92,0.0
2603,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,TEC-MA-10003356,265,1349.85,3,0.0,364.4595,2016,6,June,2,Saturday,2016Q2,2016-06,0,27.0,449.95,0,1,985.39,0.0
2604,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,FUR-BO-10000362,265,136.784,1,0.2,5.1294,2016,6,June,2,Saturday,2016Q2,2016-06,0,3.75,136.78,1,1,131.65,34.2
2605,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,FUR-FU-10003878,265,61.12,4,0.0,20.7808,2016,6,June,2,Saturday,2016Q2,2016-06,0,34.0,15.28,0,1,40.34,0.0
2606,CA-2014-112718,2014-12-16,2014-12-21,Standard Class,KN-16450,OFF-BI-10000591,345,1.167,1,0.7,-0.8558,2014,12,December,4,Tuesday,2014Q4,2014-12,5,-73.33,1.17,1,0,2.02,2.72
2607,CA-2016-154053,2016-03-04,2016-03-10,Standard Class,MG-17890,OFF-AR-10003727,530,16.99,1,0.0,4.9271,2016,3,March,1,Friday,2016Q1,2016-03,6,29.0,16.99,0,1,12.06,0.0
2608,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,TEC-AC-10001635,127,24.672,3,0.2,0.0,2014,11,November,4,Tuesday,2014Q4,2014-11,5,0.0,8.22,1,0,24.67,6.17
2609,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,OFF-LA-10001317,127,2.52,1,0.2,0.882,2014,11,November,4,Tuesday,2014Q4,2014-11,5,35.0,2.52,1,1,1.64,0.63
2610,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,FUR-TA-10000577,127,1218.735,5,0.3,-121.8735,2014,11,November,4,Tuesday,2014Q4,2014-11,5,-10.0,243.75,1,0,1340.61,522.31
2611,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,OFF-LA-10000248,127,5.904,2,0.2,1.9926,2014,11,November,4,Tuesday,2014Q4,2014-11,5,33.75,2.95,1,1,3.91,1.48
2612,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,OFF-PA-10000955,127,15.696,3,0.2,5.1012,2014,11,November,4,Tuesday,2014Q4,2014-11,5,32.5,5.23,1,1,10.59,3.92
2613,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,FUR-FU-10000221,127,6.096,3,0.6,-3.9624,2014,11,November,4,Tuesday,2014Q4,2014-11,5,-65.0,2.03,1,0,10.06,9.14
2614,CA-2016-137204,2016-04-28,2016-05-05,Standard Class,BO-11350,FUR-CH-10002304,502,41.568,2,0.2,2.598,2016,4,April,2,Thursday,2016Q2,2016-04,7,6.25,20.78,1,1,38.97,10.39
2615,CA-2014-147298,2014-04-26,2014-05-03,Standard Class,AG-10300,FUR-CH-10004886,500,230.28,3,0.2,23.028,2014,4,April,2,Saturday,2014Q2,2014-04,7,10.0,76.76,1,1,207.25,57.57
2616,CA-2014-147298,2014-04-26,2014-05-03,Standard Class,AG-10300,OFF-BI-10001525,500,18.288,6,0.2,5.715,2014,4,April,2,Saturday,2014Q2,2014-04,7,31.25,3.05,1,1,12.57,4.57
2617,CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,OFF-LA-10003663,534,5.78,2,0.0,2.7166,2017,4,April,2,Saturday,2017Q2,2017-04,4,47.0,2.89,0,1,3.06,0.0
2618,CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,OFF-BI-10001294,534,121.68,13,0.2,38.025,2017,4,April,2,Saturday,2017Q2,2017-04,4,31.25,9.36,1,1,83.66,30.42
2619,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,OFF-AR-10000369,588,4.17,3,0.0,1.0842,2017,12,December,4,Friday,2017Q4,2017-12,4,26.0,1.39,0,1,3.09,0.0
2620,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,TEC-PH-10001300,588,67.04,4,0.2,6.704,2017,12,December,4,Friday,2017Q4,2017-12,4,10.0,16.76,1,1,60.34,16.76
2621,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,OFF-ST-10000876,588,37.32,3,0.0,10.4496,2017,12,December,4,Friday,2017Q4,2017-12,4,28.0,12.44,0,1,26.87,0.0
2622,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,OFF-LA-10001404,588,18.45,5,0.0,8.6715,2017,12,December,4,Friday,2017Q4,2017-12,4,47.0,3.69,0,1,9.78,0.0
2623,CA-2014-164861,2014-12-03,2014-12-06,Second Class,MC-17635,OFF-PA-10001972,106,25.92,4,0.0,12.4416,2014,12,December,4,Wednesday,2014Q4,2014-12,3,48.0,6.48,0,1,13.48,0.0
2624,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,TEC-CO-10004722,263,11199.968,4,0.2,3919.9888,2017,10,October,4,Sunday,2017Q4,2017-10,2,35.0,2799.99,1,1,7279.98,2799.99
2625,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,TEC-PH-10001494,263,2399.6,8,0.0,647.892,2017,10,October,4,Sunday,2017Q4,2017-10,2,27.0,299.95,0,1,1751.71,0.0
2626,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,OFF-EN-10002500,263,63.9,5,0.0,28.755,2017,10,October,4,Sunday,2017Q4,2017-10,2,45.0,12.78,0,1,35.14,0.0
2627,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,TEC-PH-10003800,263,52.99,1,0.0,0.5299,2017,10,October,4,Sunday,2017Q4,2017-10,2,1.0,52.99,0,1,52.46,0.0
2628,US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,TEC-AC-10002399,296,60.864,4,0.2,9.1296,2017,11,November,4,Monday,2017Q4,2017-11,2,15.0,15.22,1,1,51.73,15.22
2629,US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,TEC-MA-10002210,296,652.995,7,0.7,-935.9595,2017,11,November,4,Monday,2017Q4,2017-11,2,-143.33,93.28,1,0,1588.95,1523.65
2630,US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,OFF-BI-10003196,296,11.22,10,0.7,-7.48,2017,11,November,4,Monday,2017Q4,2017-11,2,-66.67,1.12,1,0,18.7,26.18
2631,CA-2015-168186,2015-09-10,2015-09-15,Standard Class,AB-10150,OFF-PA-10000477,120,14.94,3,0.0,7.0218,2015,9,September,3,Thursday,2015Q3,2015-09,5,47.0,4.98,0,1,7.92,0.0
2632,US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,FUR-FU-10000076,627,39.96,2,0.0,17.1828,2017,5,May,2,Monday,2017Q2,2017-05,5,43.0,19.98,0,1,22.78,0.0
2633,US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,FUR-CH-10002017,627,42.624,2,0.2,4.2624,2017,5,May,2,Monday,2017Q2,2017-05,5,10.0,21.31,1,1,38.36,10.66
2634,US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,FUR-CH-10004287,627,220.96,1,0.2,24.858,2017,5,May,2,Monday,2017Q2,2017-05,5,11.25,220.96,1,1,196.1,55.24
2635,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,FUR-FU-10003829,406,4.928,2,0.2,0.7392,2015,7,July,3,Sunday,2015Q3,2015-07,5,15.0,2.46,1,1,4.19,1.23
2636,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,OFF-BI-10004728,406,7.23,5,0.7,-5.784,2015,7,July,3,Sunday,2015Q3,2015-07,5,-80.0,1.45,1,0,13.01,16.87
2637,CA-2015-162369,2015-08-15,2015-08-19,Standard Class,TT-21265,OFF-ST-10000046,502,323.1,2,0.0,61.389,2015,8,August,3,Saturday,2015Q3,2015-08,4,19.0,161.55,0,1,261.71,0.0
2638,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,OFF-PA-10000697,265,19.04,4,0.0,9.3296,2017,6,June,2,Monday,2017Q2,2017-06,6,49.0,4.76,0,1,9.71,0.0
2639,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,OFF-BI-10000848,265,13.128,3,0.2,4.2666,2017,6,June,2,Monday,2017Q2,2017-06,6,32.5,4.38,1,1,8.86,3.28
2640,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,OFF-AR-10004691,265,64.14,3,0.0,16.6764,2017,6,June,2,Monday,2017Q2,2017-06,6,26.0,21.38,0,1,47.46,0.0
2641,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,FUR-CH-10000595,265,858.24,4,0.1,143.04,2017,6,June,2,Monday,2017Q2,2017-06,6,16.67,214.56,1,1,715.2,95.36
2642,CA-2015-169740,2015-02-20,2015-02-25,Standard Class,LM-17065,TEC-AC-10000927,326,29.99,1,0.0,2.999,2015,2,February,1,Friday,2015Q1,2015-02,5,10.0,29.99,0,1,26.99,0.0
2643,CA-2016-124051,2016-12-29,2016-12-30,First Class,KA-16525,OFF-PA-10001289,2,186.048,6,0.2,67.4424,2016,12,December,4,Thursday,2016Q4,2016-12,1,36.25,31.01,1,1,118.61,46.51
2644,CA-2016-149111,2016-04-17,2016-04-21,Second Class,BF-11170,TEC-PH-10003092,414,36.792,1,0.2,4.1391,2016,4,April,2,Sunday,2016Q2,2016-04,4,11.25,36.79,1,1,32.65,9.2
2645,CA-2016-149111,2016-04-17,2016-04-21,Second Class,BF-11170,FUR-FU-10000206,414,18.624,8,0.2,6.2856,2016,4,April,2,Sunday,2016Q2,2016-04,4,33.75,2.33,1,1,12.34,4.66
2646,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,FUR-FU-10004270,120,57.69,3,0.0,23.6529,2014,9,September,3,Sunday,2014Q3,2014-09,5,41.0,19.23,0,1,34.04,0.0
2647,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,OFF-BI-10000948,120,42.81,3,0.0,20.1207,2014,9,September,3,Sunday,2014Q3,2014-09,5,47.0,14.27,0,1,22.69,0.0
2648,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,OFF-PA-10000223,120,12.96,2,0.0,6.2208,2014,9,September,3,Sunday,2014Q3,2014-09,5,48.0,6.48,0,1,6.74,0.0
2649,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,FUR-FU-10004665,120,821.88,6,0.0,213.6888,2014,9,September,3,Sunday,2014Q3,2014-09,5,26.0,136.98,0,1,608.19,0.0
2650,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,TEC-PH-10000215,120,104.85,3,0.0,28.3095,2014,9,September,3,Sunday,2014Q3,2014-09,5,27.0,34.95,0,1,76.54,0.0
2651,US-2016-146794,2016-09-26,2016-10-01,Standard Class,SH-19975,FUR-BO-10004467,486,424.9575,5,0.15,19.998,2016,9,September,3,Monday,2016Q3,2016-09,5,4.71,84.99,1,1,404.96,74.99
2652,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-BI-10000829,610,10.776,3,0.2,3.5022,2017,9,September,3,Sunday,2017Q3,2017-09,4,32.5,3.59,1,1,7.27,2.69
2653,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-BI-10003712,610,11.784,3,0.2,4.2717,2017,9,September,3,Sunday,2017Q3,2017-09,4,36.25,3.93,1,1,7.51,2.95
2654,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-PA-10000062,610,164.88,3,0.0,80.7912,2017,9,September,3,Sunday,2017Q3,2017-09,4,49.0,54.96,0,1,84.09,0.0
2655,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,FUR-BO-10003404,610,1292.94,3,0.0,77.5764,2017,9,September,3,Sunday,2017Q3,2017-09,4,6.0,430.98,0,1,1215.36,0.0
2656,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-BI-10004233,610,25.584,2,0.2,8.9544,2017,9,September,3,Sunday,2017Q3,2017-09,4,35.0,12.79,1,1,16.63,6.4
2657,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-ST-10001272,610,261.74,2,0.0,65.435,2017,9,September,3,Sunday,2017Q3,2017-09,4,25.0,130.87,0,1,196.3,0.0
2658,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,OFF-LA-10001175,610,14.4,5,0.0,7.056,2017,9,September,3,Sunday,2017Q3,2017-09,4,49.0,2.88,0,1,7.34,0.0
2659,CA-2016-150343,2016-08-16,2016-08-20,Standard Class,PK-19075,OFF-EN-10004030,534,10.86,3,0.0,5.1042,2016,8,August,3,Tuesday,2016Q3,2016-08,4,47.0,3.62,0,1,5.76,0.0
2660,CA-2015-135538,2015-12-24,2015-12-28,Standard Class,HR-14830,FUR-CH-10004287,455,883.84,4,0.2,99.432,2015,12,December,4,Thursday,2015Q4,2015-12,4,11.25,220.96,1,1,784.41,220.96
2661,CA-2017-123372,2017-11-28,2017-12-02,Standard Class,DG-13300,TEC-PH-10002834,265,1979.89,11,0.0,494.9725,2017,11,November,4,Tuesday,2017Q4,2017-11,4,25.0,179.99,0,1,1484.92,0.0
2662,CA-2017-123372,2017-11-28,2017-12-02,Standard Class,DG-13300,OFF-EN-10003055,265,79.96,2,0.0,35.982,2017,11,November,4,Tuesday,2017Q4,2017-11,4,45.0,39.98,0,1,43.98,0.0
2663,CA-2017-159604,2017-04-14,2017-04-15,First Class,CL-12700,OFF-BI-10003460,108,8.76,2,0.0,4.2048,2017,4,April,2,Friday,2017Q2,2017-04,1,48.0,4.38,0,1,4.56,0.0
2664,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,OFF-LA-10001569,435,3.984,1,0.2,1.2948,2016,5,May,2,Sunday,2016Q2,2016-05,3,32.5,3.98,1,1,2.69,1.0
2665,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,FUR-TA-10004534,435,370.62,3,0.4,-142.071,2016,5,May,2,Sunday,2016Q2,2016-05,3,-38.33,123.54,1,0,512.69,247.08
2666,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,OFF-BI-10002954,435,2.742,2,0.7,-2.0108,2016,5,May,2,Sunday,2016Q2,2016-05,3,-73.33,1.37,1,0,4.75,6.4
2667,CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,TEC-AC-10003832,126,79.512,3,0.2,20.8719,2016,10,October,4,Saturday,2016Q4,2016-10,0,26.25,26.5,1,1,58.64,19.88
2668,CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,OFF-PA-10000474,126,28.352,1,0.2,9.5688,2016,10,October,4,Saturday,2016Q4,2016-10,0,33.75,28.35,1,1,18.78,7.09
2669,US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,FUR-CH-10002774,502,40.784,1,0.2,4.5882,2015,8,August,3,Tuesday,2015Q3,2015-08,5,11.25,40.78,1,1,36.2,10.2
2670,US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,OFF-AP-10002765,502,105.96,4,0.0,29.6688,2015,8,August,3,Tuesday,2015Q3,2015-08,5,28.0,26.49,0,1,76.29,0.0
2671,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,OFF-PA-10001144,227,166.44,3,0.0,79.8912,2014,9,September,3,Tuesday,2014Q3,2014-09,3,48.0,55.48,0,1,86.55,0.0
2672,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,FUR-CH-10003761,227,785.88,6,0.0,212.1876,2014,9,September,3,Tuesday,2014Q3,2014-09,3,27.0,130.98,0,1,573.69,0.0
2673,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,OFF-PA-10004665,227,26.2,2,0.0,12.838,2014,9,September,3,Tuesday,2014Q3,2014-09,3,49.0,13.1,0,1,13.36,0.0
2674,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,OFF-ST-10000078,227,1325.85,5,0.0,238.653,2014,9,September,3,Tuesday,2014Q3,2014-09,3,18.0,265.17,0,1,1087.2,0.0
2675,CA-2017-136875,2017-12-03,2017-12-03,Same Day,TC-21295,OFF-PA-10000357,530,166.44,3,0.0,79.8912,2017,12,December,4,Sunday,2017Q4,2017-12,0,48.0,55.48,0,1,86.55,0.0
2676,CA-2017-132185,2017-11-27,2017-12-02,Standard Class,DB-13615,OFF-AR-10000422,399,8.76,5,0.2,0.7665,2017,11,November,4,Monday,2017Q4,2017-11,5,8.75,1.75,1,1,7.99,2.19
